City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,New Norfolk,AU,-42.7826,147.0587,54.9,50,86,4.0,overcast clouds
1,Tebingtinggi,ID,3.3285,99.1625,87.85,52,91,4.63,overcast clouds
2,Kodiak,US,57.79,-152.4072,62.11,39,1,10.36,clear sky
3,Carupano,VE,10.6678,-63.2585,75.6,90,3,8.28,clear sky
4,Hermanus,ZA,-34.4187,19.2345,57.9,63,87,6.24,overcast clouds
5,Tuktoyaktuk,CA,69.4541,-133.0374,28.4,86,75,8.05,broken clouds
6,Thompson,CA,55.7435,-97.8558,24.96,86,90,10.36,overcast clouds
7,Kahului,US,20.8947,-156.47,78.82,81,40,10.36,scattered clouds
8,Avarua,CK,-21.2078,-159.775,80.65,83,20,4.61,light rain
9,Loreto,MX,22.2667,-101.9667,65.8,65,35,8.86,scattered clouds
10,Beyneu,KZ,45.3167,55.2,93.61,12,5,5.28,clear sky
11,Tomatlan,MX,19.9333,-105.25,73.94,73,0,1.83,clear sky
12,Jinchang,CN,38.4953,102.1739,76.15,11,0,17.16,clear sky
13,Vaini,TO,-21.2,-175.2,66.36,94,75,8.05,moderate rain
14,Bethel,US,41.3712,-73.414,64.42,86,1,3.44,clear sky
15,Mataura,NZ,-46.1927,168.8643,37.83,72,85,1.77,overcast clouds
16,Yellowknife,CA,62.456,-114.3525,34.29,55,20,5.75,few clouds
17,Valparaiso,CL,-33.0393,-71.6273,47.32,65,10,9.22,clear sky
18,Hobart,AU,-42.8794,147.3294,55.26,50,40,8.99,scattered clouds
19,Kapaa,US,22.0752,-159.319,80.58,82,40,7.54,scattered clouds
20,Berlevag,NO,70.8578,29.0864,37.35,75,75,6.91,broken clouds
21,Beringovskiy,RU,63.05,179.3167,32.49,98,100,7.23,overcast clouds
22,Aktau,KZ,43.65,51.2,68.58,77,100,23.64,overcast clouds
23,Ushuaia,AR,-54.8,-68.3,29.86,86,90,25.32,light snow
24,Chokurdakh,RU,70.6333,147.9167,38.59,75,73,10.51,broken clouds
25,Miandrivazo,MG,-19.5167,45.4667,74.39,60,0,2.13,clear sky
26,Tiksi,RU,71.6872,128.8694,36.73,85,6,3.49,clear sky
27,Sitka,US,57.0531,-135.33,48.09,81,90,9.22,light rain
28,Unai,BR,-16.3575,-46.9061,71.56,59,26,1.63,scattered clouds
29,Busselton,AU,-33.65,115.3333,63.05,57,96,14.18,overcast clouds
30,Muroto,JP,33.2833,134.15,69.84,66,100,9.91,overcast clouds
31,Castro,BR,-24.7911,-50.0119,48.7,50,25,1.28,scattered clouds
32,Butaritari,KI,3.0707,172.7902,82.08,76,100,15.3,overcast clouds
33,Nsanje,MW,-16.92,35.262,68.14,71,0,1.86,clear sky
34,Husavik,IS,66.0449,-17.3389,37.31,76,46,10.92,scattered clouds
35,Port Alfred,ZA,-33.5906,26.891,62.37,85,57,8.37,broken clouds
36,Kendari,ID,-3.945,122.4989,86.05,64,57,3.94,broken clouds
37,Gorin,RU,51.1983,136.6669,36.1,100,100,5.12,light rain
38,Longyearbyen,SJ,78.2186,15.6401,30.04,74,75,10.36,broken clouds
39,Dong Hoi,VN,17.4833,106.6,85.41,77,96,6.87,overcast clouds
40,Omboue,GA,-1.5746,9.2618,77.49,93,84,5.66,broken clouds
41,Chernyanka,RU,50.9409,37.8069,66.56,63,99,7.16,overcast clouds
42,Adrar,MR,20.5022,-10.0711,80.6,21,100,19.75,overcast clouds
43,Punta Arenas,CL,-53.15,-70.9167,33.91,80,20,11.97,few clouds
44,Saskylakh,RU,71.9167,114.0833,52.48,69,99,7.34,overcast clouds
45,Riviere-Au-Renard,CA,48.9957,-64.3971,50.29,99,100,3.65,overcast clouds
46,Bengkulu,ID,-3.8004,102.2655,86.07,69,98,9.31,overcast clouds
47,Victoria,HK,22.2855,114.1577,91.96,75,25,1.01,light rain
48,Fortuna,US,40.5982,-124.1573,53.33,65,90,5.99,overcast clouds
49,Saint-Philippe,RE,-21.3585,55.7679,80.15,76,39,9.98,scattered clouds
50,Nerang,AU,-27.9833,153.3333,77.38,60,0,4.21,clear sky
51,Dingle,PH,10.9995,122.6711,88.18,63,100,7.14,overcast clouds
52,Rikitea,PF,-23.1203,-134.9692,77.86,83,59,21.54,light rain
53,Cape Town,ZA,-33.9258,18.4232,58.12,79,75,1.01,broken clouds
54,Jalu,LY,29.0331,21.5482,85.41,10,0,0.16,clear sky
55,Kavieng,PG,-2.5744,150.7967,80.42,83,100,5.88,moderate rain
56,Sangar,RU,63.9242,127.4739,63.46,47,50,7.81,scattered clouds
57,Emba,KZ,48.8264,58.1442,88.16,22,18,3.96,few clouds
58,Kurumkan,RU,54.3,110.3,58.19,39,98,1.86,overcast clouds
59,Bluff,NZ,-46.6,168.3333,45.54,57,86,0.94,overcast clouds
60,Avanigadda,IN,16.0215,80.9181,95.14,24,97,17.98,overcast clouds
61,Aklavik,CA,68.2191,-135.0107,39.92,69,97,4.52,overcast clouds
62,Trelew,AR,-43.249,-65.3051,45.19,65,100,1.57,light rain
63,Ozinki,RU,51.1786,49.6769,67.75,43,79,22.37,broken clouds
64,Bilibino,RU,68.0546,166.4372,48.16,56,100,8.52,overcast clouds
65,Nianzishan,CN,47.5167,122.8833,65.61,25,92,6.31,overcast clouds
66,Jamestown,US,42.097,-79.2353,76.59,73,40,5.75,scattered clouds
67,San Cristobal,VE,7.7669,-72.225,65.89,98,97,3.53,overcast clouds
68,Izhma,RU,65.0083,53.9113,40.68,41,99,10.8,overcast clouds
69,Naze,JP,28.3667,129.4833,68.92,71,97,10.42,overcast clouds
70,Kalmunai,LK,7.4167,81.8167,89.35,52,100,11.52,overcast clouds
71,Narasannapeta,IN,18.4167,84.05,98.98,22,100,13.49,overcast clouds
72,Mount Isa,AU,-20.7333,139.5,82.17,28,6,14.97,clear sky
73,Grajau,BR,-5.8194,-46.1386,70.2,85,8,2.1,clear sky
74,Evensk,RU,61.95,159.2333,39.51,93,99,21.41,overcast clouds
75,Cherskiy,RU,68.75,161.3,64.2,33,29,13.58,scattered clouds
76,Markova,UA,48.6758,24.4138,53.19,75,96,3.18,overcast clouds
77,Norman Wells,CA,65.282,-126.8329,53.64,35,75,9.22,broken clouds
78,Lebu,CL,-37.6167,-73.65,54.34,89,90,5.39,overcast clouds
79,Carnarvon,AU,-24.8667,113.6333,80.67,32,94,9.22,overcast clouds
